年数,排名,国家/地区,所在洲,GDP(美元/亿)
2011,88,澳门,亚洲,368.46亿 
2011,89,利比亚,非洲,346.99亿 
2011,90,巴拿马,美洲,346.86亿 
2011,91,坦桑尼亚,非洲,346.57亿 
2011,92,巴拉圭,美洲,337.56亿 
2011,93,也门,亚洲,327.26亿 
2011,94,埃塞俄比亚,非洲,319.53亿 
2011,95,喀麦隆,非洲,306.31亿 
2011,96,约旦,亚洲,295.24亿 
2011,97,土库曼斯坦,亚洲,292.33亿 
2011,98,巴林,亚洲,287.77亿 
2011,99,塞浦路斯,欧洲,275.65亿 
2011,100,拉脱维亚,欧洲,274.74亿 
2011,101,刚果（金）,非洲,258.4亿 
2011,102,特立尼达和多巴哥,美洲,254.33亿 
2011,103,科特迪瓦,非洲,254.15亿 
2011,104,玻利维亚,美洲,239.63亿 
2011,105,赞比亚,非洲,234.6亿 
2011,106,爱沙尼亚,欧洲,231.84亿 
2011,107,尼泊尔,亚洲,216.22亿 
2011,108,赤道几内亚,非洲,213.57亿 
2011,109,萨尔瓦多,美洲,202.84亿 
2011,110,乌干达,非洲,201.76亿 
2011,111,波黑,欧洲,186.45亿 
2011,112,文莱,亚洲,185.25亿 
2011,113,加蓬,非洲,182.1亿 
2011,114,巴布亚新几内亚,大洋洲,179.85亿 
2011,115,塞内加尔,非洲,178.14亿 
2011,116,阿富汗,亚洲,178.05亿 
2011,117,洪都拉斯,美洲,175.88亿 
2011,118,刚果（布）,非洲,156.35亿 
2011,119,博茨瓦纳,非洲,153.52亿 
2011,120,冰岛,欧洲,152.22亿 
2011,121,格鲁吉亚,亚洲,151.07亿 
2011,122,南苏丹,非洲,149.07亿 
2011,123,牙买加,美洲,144.45亿 
2011,124,莫桑比克,非洲,143.82亿 
2011,125,津巴布韦,非洲,141.02亿 
2011,126,马里,非洲,129.95亿 
2011,127,阿尔巴尼亚,欧洲,128.91亿 
2011,128,柬埔寨,亚洲,128.3亿 
2011,129,纳米比亚,非洲,125.23亿 
2011,130,乍得,非洲,121.72亿 
2011,131,布基纳法索,非洲,120.8亿 
2011,132,马达加斯加,非洲,115.52亿 
2011,133,毛里求斯,非洲,115.18亿 
2011,134,巴勒斯坦,亚洲,111.86亿 
2011,135,马其顿,欧洲,104.95亿 
2011,136,蒙古,亚洲,104.1亿 
2011,137,新喀里多尼亚,大洋洲,103.51亿 
2011,138,亚美尼亚,亚洲,101.42亿 
2011,139,巴哈马,美洲,100.7亿 
2011,140,尼加拉瓜,美洲,97.74亿 
2011,141,马耳他,欧洲,96.39亿 
2011,142,老挝,亚洲,87.5亿 
2011,143,摩尔多瓦,欧洲,84.14亿 
2011,144,马拉维,非洲,80.04亿 
2011,145,贝宁,非洲,78.24亿 
2011,146,海地,美洲,75.17亿 
2011,147,卢旺达,非洲,68.81亿 
2011,148,几内亚,非洲,67.85亿 
2011,149,马恩岛,欧洲,65.66亿 
2011,150,塔吉克斯坦,亚洲,65.23亿 
2011,151,尼日尔,非洲,64.09亿 
2011,152,百慕大,美洲,63.13亿 
2011,153,吉尔吉斯斯坦,亚洲,61.98亿 
2011,154,摩纳哥,欧洲,60.89亿 
2011,155,列支敦士登,欧洲,57.4亿 
2011,156,东帝汶,亚洲,56.72亿 
2011,157,毛里塔尼亚,非洲,51.66亿 
2011,158,关岛,大洋洲,49.84亿 
2011,159,斯威士兰,非洲,48.2亿 
2011,160,巴巴多斯,美洲,46.58亿 
2011,161,黑山,欧洲,45.45亿 
2011,162,苏里南,美洲,44.22亿 
2011,163,开曼群岛,美洲,41.86亿 
2011,164,多哥,非洲,38.72亿 
2011,165,斐济群岛,大洋洲,37.75亿 
2011,166,安道尔,欧洲,36.29亿 
2011,167,库拉索,美洲,30.39亿 
2011,168,塞拉利昂,非洲,29.43亿 
2011,169,马尔代夫,亚洲,27.74亿 
2011,170,格陵兰,美洲,26.84亿 
2011,171,莱索托,非洲,25.79亿 
2011,172,圭亚那,美洲,25.76亿 
2011,173,阿鲁巴,美洲,25.5亿 
2011,174,法罗群岛,欧洲,24.91亿 
2011,175,中非,非洲,24.38亿 
2011,176,利比里亚,非洲,23.98亿 
2011,177,布隆迪,非洲,22.36亿 
2011,178,厄立特里亚,非洲,20.65亿 
2011,179,佛得角,非洲,18.66亿 
2011,180,圣马力诺,欧洲,18.14亿 
2011,181,不丹,亚洲,17.77亿 
2011,182,圣卢西亚,美洲,15.77亿 
2011,183,伯利兹,美洲,14.61亿 
2011,184,吉布提,非洲,12.39亿 
2011,185,安提瓜和巴布达,美洲,11.38亿 
2011,186,几内亚比绍,非洲,11.0亿 
2011,187,塞舌尔,非洲,10.66亿 
2011,188,所罗门群岛,大洋洲,10.5亿 
2011,189,科摩罗,非洲,10.23亿 
2011,190,荷属圣马丁,美洲,9.36亿 
2011,191,冈比亚,非洲,8.98亿 
2011,192,圣基茨和尼维斯,美洲,8.18亿 
2011,193,格林纳达,美洲,7.79亿 
2011,194,瓦努阿图,大洋洲,7.7亿 
2011,195,萨摩亚,大洋洲,7.37亿 
2011,196,北马里亚纳群岛,大洋洲,7.29亿 
2011,197,特克斯和凯科斯群岛,美洲,7.29亿 
2011,198,圣文森特和格林纳丁斯,美洲,6.76亿 
2011,199,美属萨摩亚,大洋洲,5.7亿 
2011,200,多米尼克,美洲,5.01亿 
2011,201,汤加,大洋洲,4.15亿 
2011,202,密克罗尼西亚联邦,大洋洲,3.11亿 
2011,203,圣多美和普林西比,非洲,2.31亿 
2011,204,帕劳,大洋洲,1.97亿 
2011,205,基里巴斯,大洋洲,1.82亿 
2011,206,马绍尔群岛,大洋洲,1.72亿 
2011,207,瑙鲁,大洋洲,6606万 
2011,208,图瓦卢,大洋洲,3871万 
2012,1,美国,美洲,16.2万亿 
2012,2,中国,亚洲,8.53万亿 
2012,3,日本,亚洲,6.27万亿 
2012,4,德国,欧洲,3.53万亿 
2012,5,英国,欧洲,2.72万亿 
2012,6,法国,欧洲,2.68万亿 
2012,7,巴西,美洲,2.47万亿 
2012,8,俄罗斯,欧洲,2.21万亿 
2012,9,意大利,欧洲,2.09万亿 
2012,10,加拿大,美洲,1.83万亿 
2012,11,印度,亚洲,1.83万亿 
2012,12,澳大利亚,大洋洲,1.55万亿 
2012,13,西班牙,欧洲,1.32万亿 
2012,14,韩国,亚洲,1.28万亿 
2012,15,墨西哥,美洲,1.2万亿 
2012,16,印尼,亚洲,9178.7亿 
2012,17,土耳其,欧洲,8805.56亿 
2012,18,荷兰,欧洲,8389.71亿 
2012,19,沙特阿拉伯,亚洲,7359.75亿 
2012,20,瑞士,欧洲,6921.1亿 
2012,21,伊朗,亚洲,5988.68亿 
2012,22,瑞典,欧洲,5524.84亿 
2012,23,阿根廷,美洲,5459.82亿 
2012,24,挪威,欧洲,5095.06亿 
2012,25,波兰,欧洲,4985.24亿 
2012,26,比利时,欧洲,4961.81亿 
2012,27,尼日利亚,非洲,4555.02亿 
2012,28,南非,非洲,4344.01亿 
2012,29,奥地利,欧洲,4094.25亿 
2012,30,泰国,亚洲,3975.58亿 
2012,31,委内瑞拉,美洲,3812.86亿 
2012,32,阿联酋,亚洲,3745.91亿 
2012,33,哥伦比亚,美洲,3709.21亿 
2012,34,丹麦,欧洲,3271.49亿 
2012,35,马来西亚,亚洲,3144.43亿 
2012,36,新加坡,亚洲,2950.87亿 
2012,37,埃及,非洲,2791.17亿 
2012,38,智利,美洲,2671.22亿 
2012,39,香港,亚洲,2626.29亿 
2012,40,菲律宾,亚洲,2619.21亿 
2012,41,以色列,亚洲,2584.17亿 
2012,42,芬兰,欧洲,2583.05亿 
2012,43,希腊,欧洲,2420.43亿 
2012,44,爱尔兰,欧洲,2255.1亿 
2012,45,巴基斯坦,亚洲,2243.84亿 
2012,46,伊拉克,亚洲,2180.02亿 
2012,47,葡萄牙,欧洲,2162.37亿 
2012,48,阿尔及利亚,非洲,2090.59亿 
2012,49,捷克,欧洲,2088.58亿 
2012,50,哈萨克斯坦,亚洲,2079.99亿 
2012,51,秘鲁,美洲,1926.49亿 
2012,52,卡塔尔,亚洲,1868.34亿 
2012,53,乌克兰,欧洲,1825.92亿 
2012,54,新西兰,大洋洲,1762.07亿 
2012,55,科威特,亚洲,1740.7亿 
2012,56,罗马尼亚,欧洲,1706.36亿 
2012,57,越南,亚洲,1558.2亿 
2012,58,孟加拉,亚洲,1333.56亿 
2012,59,匈牙利,欧洲,1288.57亿 
2012,60,安哥拉,非洲,1280.53亿 
2012,61,波多黎各,美洲,1015.65亿 
2012,62,摩洛哥,非洲,982.66亿 
2012,63,斯洛伐克,欧洲,942.59亿 
2012,64,厄瓜多尔,美洲,879.25亿 
2012,65,利比亚,非洲,818.74亿 
2012,66,阿曼,亚洲,765.11亿 
2012,67,古巴,美洲,731.41亿 
2012,68,阿塞拜疆,亚洲,696.84亿 
2012,69,斯里兰卡,亚洲,684.34亿 
2012,70,乌兹别克斯坦,亚洲,675.17亿 
2012,71,白俄罗斯,欧洲,656.85亿 
2012,72,多米尼加,美洲,606.82亿 
2012,73,卢森堡,欧洲,597.8亿 
2012,74,克罗地亚,欧洲,571.92亿 
2012,75,肯尼亚,非洲,563.97亿 
2012,76,保加利亚,欧洲,543.01亿 
2012,77,缅甸,亚洲,532.55亿 
2012,78,乌拉圭,美洲,512.64亿 
2012,79,危地马拉,美洲,495.94亿 
2012,80,突尼斯,非洲,473.11亿 
2012,81,哥斯达黎加,美洲,472.32亿 
2012,82,斯洛文尼亚,欧洲,465.8亿 
2012,83,黎巴嫩,亚洲,440.36亿 
2012,84,埃塞俄比亚,非洲,433.11亿 
2012,85,塞尔维亚,欧洲,433.09亿 
2012,86,澳门,亚洲,431.9亿 
2012,87,立陶宛,欧洲,429.27亿 
2012,88,叙利亚,亚洲,428.07亿 
2012,89,加纳,非洲,412.71亿 
2012,90,巴拿马,美洲,404.3亿 
2012,91,坦桑尼亚,非洲,396.51亿 
2012,92,苏丹,非洲,376.33亿 
2012,93,也门,亚洲,354.01亿 
2012,94,土库曼斯坦,亚洲,351.64亿 
2012,95,巴拉圭,美洲,332.96亿 
2012,96,约旦,亚洲,316.35亿 
2012,97,巴林,亚洲,307.49亿 
2012,98,喀麦隆,非洲,301.55亿 
2012,99,刚果（金）,非洲,293.06亿 
2012,100,拉脱维亚,欧洲,281.7亿 
2012,101,乌干达,非洲,273.06亿 
2012,102,玻利维亚,美洲,270.84亿 
2012,103,科特迪瓦,非洲,267.89亿 
2012,104,特立尼达和多巴哥,美洲,257.63亿 
2012,105,赞比亚,非洲,255.03亿 
2012,106,塞浦路斯,欧洲,249.79亿 
2012,107,爱沙尼亚,欧洲,230.2亿 
2012,108,赤道几内亚,非洲,223.88亿 
2012,109,尼泊尔,亚洲,217.03亿 
2012,110,萨尔瓦多,美洲,213.86亿 
2012,111,巴布亚新几内亚,大洋洲,212.96亿 
2012,112,阿富汗,亚洲,199.07亿 
2012,113,文莱,亚洲,190.48亿 
2012,114,洪都拉斯,美洲,184.01亿 
2012,115,塞内加尔,非洲,176.61亿 
2012,116,波黑,欧洲,172.21亿 
2012,117,加蓬,非洲,171.7亿 
2012,118,津巴布韦,非洲,171.15亿 
2012,119,格鲁吉亚,亚洲,164.88亿 
2012,120,莫桑比克,非洲,163.51亿 
2012,121,牙买加,美洲,148.07亿 
2012,122,冰岛,欧洲,147.52亿 
2012,123,博茨瓦纳,非洲,143.8亿 
2012,124,柬埔寨,亚洲,140.54亿 
2012,125,刚果（布）,非洲,136.77亿 
2012,126,纳米比亚,非洲,130.42亿 
2012,127,布基纳法索,非洲,125.61亿 
2012,128,马里,非洲,124.42亿 
2012,129,乍得,非洲,123.67亿 
2012,130,阿尔巴尼亚,欧洲,123.2亿 
2012,131,蒙古,亚洲,122.93亿 
2012,132,巴勒斯坦,亚洲,122.08亿 
2012,133,南苏丹,非洲,119.31亿 
2012,134,毛里求斯,非洲,116.69亿 
2012,135,马达加斯加,非洲,115.79亿 
2012,136,巴哈马,美洲,107.2亿 
2012,137,亚美尼亚,亚洲,106.19亿 
2012,138,尼加拉瓜,美洲,105.32亿 
2012,139,老挝,亚洲,101.93亿 
2012,140,马其顿,欧洲,97.45亿 
2012,141,新喀里多尼亚,大洋洲,96.59亿 
2012,142,马耳他,欧洲,94.62亿 
2012,143,摩尔多瓦,欧洲,87.09亿 
2012,144,贝宁,非洲,81.52亿 
2012,145,海地,美洲,78.91亿 
2012,146,卢旺达,非洲,76.5亿 
2012,147,几内亚,非洲,76.38亿 
2012,148,塔吉克斯坦,亚洲,76.33亿 
2012,149,尼日尔,非洲,69.42亿 
2012,150,马恩岛,欧洲,66.91亿 
2012,151,东帝汶,亚洲,66.62亿 
2012,152,吉尔吉斯斯坦,亚洲,66.05亿 
2012,153,百慕大,美洲,63.78亿 
2012,154,马拉维,非洲,60.28亿 
2012,155,摩纳哥,欧洲,57.43亿 
2012,156,列支敦士登,欧洲,54.56亿 
2012,157,关岛,大洋洲,52.65亿 
2012,158,毛里塔尼亚,非洲,52.31亿 
2012,159,苏里南,美洲,49.8亿 
2012,160,斯威士兰,非洲,48.87亿 
2012,161,巴巴多斯,美洲,46.1亿 
2012,162,开曼群岛,美洲,42.91亿 
2012,163,黑山,欧洲,40.88亿 
2012,164,斐济群岛,大洋洲,39.72亿 
2012,165,多哥,非洲,38.73亿 
2012,166,塞拉利昂,非洲,38.02亿 
2012,167,安道尔,欧洲,31.89亿 
2012,168,库拉索,美洲,31.31亿 
2012,169,马尔代夫,亚洲,28.86亿 
2012,170,圭亚那,美洲,28.62亿 
2012,171,利比里亚,非洲,27.92亿 
2012,172,格陵兰,美洲,26.1亿 
2012,173,阿鲁巴,美洲,25.35亿 
2012,174,中非,非洲,25.1亿 
2012,175,莱索托,非洲,24.78亿 
2012,176,法罗群岛,欧洲,23.66亿 
2012,177,布隆迪,非洲,23.33亿 
2012,178,不丹,亚洲,17.81亿 
2012,179,佛得角,非洲,17.42亿 
2012,180,圣卢西亚,美洲,16.05亿 
2012,181,圣马力诺,欧洲,16.05亿 
2012,182,伯利兹,美洲,15.23亿 
2012,183,吉布提,非洲,13.54亿 
2012,184,安提瓜和巴布达,美洲,12.0亿 
2012,185,所罗门群岛,大洋洲,11.91亿 
2012,186,塞舌尔,非洲,10.6亿 
2012,187,科摩罗,非洲,10.16亿 
2012,188,几内亚比绍,非洲,9.89亿 
2012,189,荷属圣马丁,美洲,9.86亿 
2012,190,冈比亚,非洲,9.1亿 
2012,191,圣基茨和尼维斯,美洲,8.0亿 
2012,192,格林纳达,美洲,8.0亿 
2012,193,萨摩亚,大洋洲,7.6亿 
2012,194,瓦努阿图,大洋洲,7.48亿 
2012,195,北马里亚纳群岛,大洋洲,7.46亿 
2012,196,特克斯和凯科斯群岛,美洲,7.27亿 
2012,197,圣文森特和格林纳丁斯,美洲,6.93亿 
2012,198,美属萨摩亚,大洋洲,6.4亿 
2012,199,多米尼克,美洲,4.86亿 
2012,200,汤加,大洋洲,4.71亿 
2012,201,密克罗尼西亚联邦,大洋洲,3.27亿 
2012,202,圣多美和普林西比,非洲,2.51亿 
2012,203,帕劳,大洋洲,2.12亿 
2012,204,基里巴斯,大洋洲,1.9亿 
2012,205,马绍尔群岛,大洋洲,1.8亿 
2012,206,瑙鲁,大洋洲,9693万 
2012,207,图瓦卢,大洋洲,3767万 
2013,1,美国,美洲,16.78万亿 
2013,2,中国,亚洲,9.57万亿 
2013,3,日本,亚洲,5.21万亿 
2013,4,德国,欧洲,3.73万亿 
2013,5,法国,欧洲,2.81万亿 
2013,6,英国,欧洲,2.8万亿 
2013,7,巴西,美洲,2.47万亿 
2013,8,俄罗斯,欧洲,2.29万亿 
2013,9,意大利,欧洲,2.14万亿 
2013,10,印度,亚洲,1.86万亿 
2013,11,加拿大,美洲,1.85万亿 
2013,12,澳大利亚,大洋洲,1.58万亿 
2013,13,韩国,亚洲,1.37万亿 
2013,14,西班牙,欧洲,1.35万亿 
2013,15,墨西哥,美洲,1.27万亿 
2013,16,土耳其,欧洲,9577.83亿 
2013,17,印尼,亚洲,9125.24亿 
2013,18,荷兰,欧洲,8769.24亿 
2013,19,沙特阿拉伯,亚洲,7466.47亿 
2013,20,瑞士,欧洲,7127.48亿 
2013,21,瑞典,欧洲,5868.42亿 
2013,22,阿根廷,美洲,5520.25亿 
2013,23,挪威,欧洲,5227.62亿 
2013,24,比利时,欧洲,5216.43亿 
2013,25,波兰,欧洲,5210.16亿 
2013,26,尼日利亚,非洲,5086.93亿 
2013,27,伊朗,亚洲,4602.93亿 
2013,28,奥地利,欧洲,4300.69亿 
2013,29,泰国,亚洲,4203.33亿 
2013,30,南非,非洲,4008.86亿 
2013,31,阿联酋,亚洲,3901.08亿 
2013,32,哥伦比亚,美洲,3821.16亿 
2013,33,委内瑞拉,美洲,3710.05亿 
2013,34,丹麦,欧洲,3435.84亿 
2013,35,马来西亚,亚洲,3232.77亿 
2013,36,新加坡,亚洲,3075.76亿 
2013,37,以色列,亚洲,2941.67亿 
2013,38,埃及,非洲,2884.34亿 
2013,39,菲律宾,亚洲,2839.03亿 
2013,40,智利,美洲,2783.84亿 
2013,41,香港,亚洲,2756.97亿 
2013,42,芬兰,欧洲,2712.85亿 
2013,43,希腊,欧洲,2388.4亿 
2013,44,爱尔兰,欧洲,2382.12亿 
2013,45,哈萨克斯坦,亚洲,2366.35亿 
2013,46,伊拉克,亚洲,2346.38亿 
2013,47,巴基斯坦,亚洲,2312.19亿 
2013,48,葡萄牙,欧洲,2263.7亿 
2013,49,捷克,欧洲,2116.86亿 
2013,50,阿尔及利亚,非洲,2097.55亿 
2013,51,秘鲁,美洲,2011.75亿 
2013,52,卡塔尔,亚洲,1987.28亿 
2013,53,新西兰,大洋洲,1909.07亿 
2013,54,罗马尼亚,欧洲,1908.01亿 
2013,55,乌克兰,欧洲,1904.99亿 
2013,56,科威特,亚洲,1741.61亿 
2013,57,越南,亚洲,1712.22亿 
2013,58,孟加拉,亚洲,1499.9亿 
2013,59,安哥拉,非洲,1367.1亿 
2013,60,匈牙利,欧洲,1357.33亿 
2013,61,摩洛哥,非洲,1068.26亿 
2013,62,波多黎各,美洲,1024.5亿 
2013,63,斯洛伐克,欧洲,985.41亿 
2013,64,厄瓜多尔,美洲,951.3亿 
2013,65,阿曼,亚洲,785.56亿 
2013,66,古巴,美洲,771.48亿 
2013,67,白俄罗斯,欧洲,755.28亿 
2013,68,斯里兰卡,亚洲,743.18亿 
2013,69,阿塞拜疆,亚洲,741.64亿 
2013,70,乌兹别克斯坦,亚洲,731.8亿 
2013,71,利比亚,非洲,655.03亿 
2013,72,卢森堡,欧洲,651.85亿 
2013,73,加纳,非洲,628.23亿 
2013,74,多米尼加,美洲,626.82亿 
2013,75,肯尼亚,非洲,616.71亿 
2013,76,缅甸,亚洲,605.72亿 
2013,77,克罗地亚,欧洲,588.89亿 
2013,78,乌拉圭,美洲,575.31亿 
2013,79,保加利亚,欧洲,558.1亿 
2013,80,危地马拉,美洲,529.97亿 
2013,81,澳门,亚洲,515.36亿 
2013,82,哥斯达黎加,美洲,509.5亿 
2013,83,突尼斯,非洲,486.84亿 
2013,84,斯洛文尼亚,欧洲,484.02亿 
2013,85,塞尔维亚,欧洲,483.94亿 
2013,86,埃塞俄比亚,非洲,476.48亿 
2013,87,黎巴嫩,亚洲,469.09亿 
2013,88,立陶宛,欧洲,465.23亿 
2013,89,坦桑尼亚,非洲,456.81亿 
2013,90,巴拿马,美洲,456.0亿 
2013,91,苏丹,非洲,430.24亿 
2013,92,也门,亚洲,404.15亿 
2013,93,土库曼斯坦,亚洲,391.98亿 
2013,94,巴拉圭,美洲,386.51亿 
2013,95,约旦,亚洲,344.54亿 
2013,96,喀麦隆,非洲,337.29亿 
2013,97,刚果（金）,非洲,326.8亿 
2013,98,巴林,亚洲,325.39亿 
2013,99,科特迪瓦,非洲,312.73亿 
2013,100,玻利维亚,美洲,306.59亿 
2013,101,拉脱维亚,欧洲,302.05亿 
2013,102,乌干达,非洲,289.16亿 
2013,103,赞比亚,非洲,280.37亿 
2013,104,特立尼达和多巴哥,美洲,272.68亿 
2013,105,爱沙尼亚,欧洲,251.09亿 
2013,106,塞浦路斯,欧洲,239.01亿 
2013,107,尼泊尔,亚洲,221.62亿 
2013,108,萨尔瓦多,美洲,219.91亿 
2013,109,赤道几内亚,非洲,219.49亿 
2013,110,巴布亚新几内亚,大洋洲,212.61亿 
2013,111,叙利亚,亚洲,203.45亿 
2013,112,阿富汗,亚洲,201.46亿 
2013,113,津巴布韦,非洲,190.91亿 
2013,114,塞内加尔,非洲,189.19亿 
2013,115,洪都拉斯,美洲,183.72亿 
2013,116,波黑,欧洲,181.72亿 
2013,117,文莱,亚洲,180.94亿 
2013,118,加蓬,非洲,175.96亿 
2013,119,格鲁吉亚,亚洲,171.9亿 
2013,120,莫桑比克,非洲,169.74亿 
2013,121,冰岛,欧洲,161.25亿 
2013,122,柬埔寨,亚洲,152.28亿 
2013,123,博茨瓦纳,非洲,149.02亿 
2013,124,牙买加,美洲,142.64亿 
2013,125,刚果（布）,非洲,140.9亿 
2013,126,巴勒斯坦,亚洲,135.16亿 
2013,127,布基纳法索,非洲,134.44亿 
2013,128,南苏丹,非洲,132.58亿 
2013,129,马里,非洲,132.43亿 
2013,130,乍得,非洲,129.54亿 
2013,131,阿尔巴尼亚,欧洲,127.76亿 
2013,132,蒙古,亚洲,125.82亿 
2013,133,马达加斯加,非洲,124.24亿 
2013,134,毛里求斯,非洲,121.3亿 
2013,135,纳米比亚,非洲,120.43亿 
2013,136,老挝,亚洲,119.83亿 
2013,137,亚美尼亚,亚洲,111.21亿 
2013,138,尼加拉瓜,美洲,109.83亿 
2013,139,马其顿,欧洲,108.18亿 
2013,140,马耳他,欧洲,105.52亿 
2013,141,巴哈马,美洲,104.95亿 
2013,142,新喀里多尼亚,大洋洲,101.51亿 
2013,143,摩尔多瓦,欧洲,94.97亿 
2013,144,贝宁,非洲,91.6亿 
2013,145,海地,美洲,84.85亿 
2013,146,塔吉克斯坦,亚洲,84.48亿 
2013,147,几内亚,非洲,83.77亿 
2013,148,卢旺达,非洲,78.16亿 
2013,149,尼日尔,非洲,76.68亿 
2013,150,吉尔吉斯斯坦,亚洲,73.35亿 
2013,151,马恩岛,欧洲,70.01亿 
2013,152,摩纳哥,欧洲,65.56亿 
2013,153,索马里,非洲,64.81亿 
2013,154,百慕大,美洲,64.66亿 
2013,155,列支敦士登,欧洲,63.92亿 
2013,156,毛里塔尼亚,非洲,56.4亿 
2013,157,东帝汶,亚洲,56.38亿 
2013,158,马拉维,非洲,55.19亿 
2013,159,关岛,大洋洲,53.99亿 
2013,160,苏里南,美洲,51.46亿 
2013,161,塞拉利昂,非洲,49.2亿 
2013,162,巴巴多斯,美洲,46.77亿 
2013,163,斯威士兰,非洲,45.98亿 
2013,164,黑山,欧洲,44.64亿 
2013,165,开曼群岛,美洲,44.06亿 
2013,166,多哥,非洲,43.22亿 
2013,167,斐济群岛,大洋洲,41.9亿 
2013,168,马尔代夫,亚洲,32.95亿 
2013,169,安道尔,欧洲,31.94亿 
2013,170,利比里亚,非洲,31.77亿 
2013,171,库拉索,美洲,31.48亿 
2013,172,圭亚那,美洲,29.88亿 
2013,173,阿鲁巴,美洲,27.28亿 
2013,174,格陵兰,美洲,26.85亿 
2013,175,法罗群岛,欧洲,26.27亿 
2013,176,布隆迪,非洲,24.52亿 
2013,177,莱索托,非洲,23.67亿 
2013,178,佛得角,非洲,18.5亿 
2013,179,不丹,亚洲,17.56亿 
2013,180,中非,非洲,16.92亿 
2013,181,圣马力诺,欧洲,16.79亿 
2013,182,圣卢西亚,美洲,16.65亿 
2013,183,伯利兹,美洲,15.79亿 
2013,184,冈比亚,非洲,13.76亿 
2013,185,塞舌尔,非洲,13.28亿 
2013,186,吉布提,非洲,13.25亿 
2013,187,所罗门群岛,大洋洲,12.85亿 
2013,188,安提瓜和巴布达,美洲,11.81亿 
2013,189,科摩罗,非洲,11.16亿 
2013,190,几内亚比绍,非洲,10.46亿 
2013,191,荷属圣马丁,美洲,10.23亿 
2013,192,格林纳达,美洲,8.43亿 
2013,193,圣基茨和尼维斯,美洲,8.4亿 
2013,194,北马里亚纳群岛,大洋洲,7.72亿 
2013,195,萨摩亚,大洋洲,7.7亿 
2013,196,瓦努阿图,大洋洲,7.58亿 
2013,197,特克斯和凯科斯群岛,美洲,7.54亿 
2013,198,圣文森特和格林纳丁斯,美洲,7.21亿 
2013,199,美属萨摩亚,大洋洲,6.38亿 
2013,200,多米尼克,美洲,4.98亿 
2013,201,汤加,大洋洲,4.51亿 
2013,202,密克罗尼西亚联邦,大洋洲,3.17亿 
2013,203,圣多美和普林西比,非洲,3.01亿 
2013,204,帕劳,大洋洲,2.21亿 
2013,205,基里巴斯,大洋洲,1.85亿 
2013,206,马绍尔群岛,大洋洲,1.85亿 
2013,207,瑙鲁,大洋洲,9849万 
2013,208,图瓦卢,大洋洲,3751万 
2014,1,美国,美洲,17.53万亿 
2014,2,中国,亚洲,10.48万亿 
2014,3,日本,亚洲,4.9万亿 
2014,4,德国,欧洲,3.88万亿 
2014,5,英国,欧洲,3.09万亿 
2014,6,法国,欧洲,2.85万亿 
2014,7,巴西,美洲,2.46万亿 
2014,8,意大利,欧洲,2.16万亿 
2014,9,俄罗斯,欧洲,2.06万亿 
2014,10,印度,亚洲,2.04万亿 
2014,11,加拿大,美洲,1.81万亿 
2014,12,韩国,亚洲,1.48万亿 
2014,13,澳大利亚,大洋洲,1.47万亿 
2014,14,西班牙,欧洲,1.37万亿 
2014,15,墨西哥,美洲,1.32万亿 
2014,16,土耳其,欧洲,9389.53亿 
2014,17,荷兰,欧洲,8909.81亿 
2014,18,印尼,亚洲,8908.15亿 
2014,19,沙特阿拉伯,亚洲,7563.5亿 
2014,20,瑞士,欧洲,7343.97亿 
2014,21,瑞典,欧洲,5819.64亿 
2014,22,尼日利亚,非洲,5466.76亿 
2014,23,波兰,欧洲,5424.77亿 
2014,24,比利时,欧洲,5346.78亿 
2014,25,阿根廷,美洲,5263.2亿 
2014,26,挪威,欧洲,4984.1亿 
2014,27,委内瑞拉,美洲,4823.59亿 
2014,28,奥地利,欧洲,4419.96亿 
2014,29,伊朗,亚洲,4326.87亿 
2014,30,泰国,亚洲,4073.39亿 
2014,31,阿联酋,亚洲,4031.37亿 
2014,32,南非,非洲,3811.99亿 
2014,33,哥伦比亚,美洲,3811.12亿 
2014,34,丹麦,欧洲,3529.94亿 
2014,35,马来西亚,亚洲,3380.62亿 
2014,36,新加坡,亚洲,3148.51亿 
2014,37,以色列,亚洲,3109.45亿 
2014,38,埃及,非洲,3055.95亿 
2014,39,菲律宾,亚洲,2974.83亿 
2014,40,香港,亚洲,2914.59亿 
2014,41,芬兰,欧洲,2744.97亿 
2014,42,智利,美洲,2605.42亿 
2014,43,爱尔兰,欧洲,2586.25亿 
2014,44,巴基斯坦,亚洲,2443.61亿 
2014,45,希腊,欧洲,2351.45亿 
2014,46,葡萄牙,欧洲,2295.96亿 
2014,47,伊拉克,亚洲,2284.16亿 
2014,48,哈萨克斯坦,亚洲,2214.16亿 
2014,49,阿尔及利亚,非洲,2138.1亿 
2014,50,捷克,欧洲,2093.59亿 
2014,51,卡塔尔,亚洲,2062.25亿 
2014,52,新西兰,大洋洲,2013.13亿 
2014,53,秘鲁,美洲,2007.89亿 
2014,54,罗马尼亚,欧洲,1999.59亿 
2014,55,越南,亚洲,1862.05亿 
2014,56,孟加拉,亚洲,1728.85亿 
2014,57,科威特,亚洲,1626.31亿 
2014,58,安哥拉,非洲,1457.12亿 
2014,59,匈牙利,欧洲,1410.79亿 
2014,60,乌克兰,欧洲,1335.03亿 
2014,61,摩洛哥,非洲,1100.81亿 
2014,62,波多黎各,美洲,1024.46亿 
